id	en
Bill adalah seorang pemain bisbol.	Bill is a baseball player.
Bill bisa mengendarai sepeda.	Bill can ride a bicycle.
Bill tidak pernah adu mulut dengan orang lain.	Bill never argues with other people.
Bill tinggal di dekat laut.	Bill lives near the sea.
Bill sering pergi ke taman itu.	Bill often goes to the park.
Bill dapat berlari lebih cepat daripada Bob.	Bill can run faster than Bob.
Bill berlari lebih cepat daripada Bob.	Bill runs faster than Bob.
Bill terus menangis selama berjam-jam.	Bill kept on crying for hours.
Bill menyalakan televisi.	Bill turned on the television.
Bill tidak melakukan tindak kejahatan itu.	Bill did not commit the crime.
Bill memanggilku semalam.	Bill called me last night.
Mungkin besok akan turun hujan.	Perhaps it will rain tomorrow.
Hujan mungkin akan turun besok.	It might rain tomorrow.
Kau tidak bisa mengangkat piano itu.	You can't lift the piano.
Aku menderita sakit gigi yang parah.	I have a bad toothache.
Saya menderita sakit kepala yang parah.	I have a bad headache.
Piza adalah makanan favoritku.	Pizza is my favorite food.
Ayo kita pergi ke pantai!	Let's go to the beach!
Mari kita pergi ke pantai.	Let's go to the beach.
Bolehkah aku memainkan pianonya?	May I play the piano?
Bisakah kau bermain piano?	Can you play the piano?
Pernahkah kau ke Hawaii?	Have you ever been to Hawaii?
Aku tidak bisa tidur.	I couldn't get to sleep.
Balikkan badanmu.	Turn on your back.
Semoga beruntung!	Good luck!
Saya dari Thailand.	I'm from Thailand.
Saya sering bermain voli.	I play volleyball often.
Apa kau suka bermain voli?	Do you like playing volleyball?
Aku sangat ingin melihat Paris.	I'm dying to see Paris.
Aku membaca sebuah cerita yang mendebarkan.	I read an exciting story.
Awasilah tas-tas itu.	Keep an eye on the bags.
Aku tidak tahu pastinya.	I don't know for sure.
Aku tidak tahu tepatnya.	I don't know exactly.
Aku tidak yakin.	I'm not sure.
Tolong ambilkan aku menteganya.	Please pass me the butter.
Berapa ongkos busnya?	How much is the bus fare?
Di mana tempat pemberhentian busnya?	Where is the bus stop?
Di mana terminal busnya?	Where is the bus terminal?
Di mana saya bisa menaiki sebuah bus?	Where can I catch a bus?
Boleh saya melihat paspor Anda?	May I see your passport?
Bolehkah saya melihat paspor Anda?	May I see your passport, please?
Seberapa sering busnya datang?	How often do the buses come?
Busnya berangkat setiap 15 menit.	The bus leaves every fifteen minutes.
Busnya berangkat setiap 10 menit.	The bus leaves every ten minutes.
Boleh saya meminta sebuah jadwal keberangkatan bus?	May I have a bus schedule?
Isi embernya dengan air.	Fill the bucket with water.
Bawakan aku seember air.	Bring me a bucket of water.
Dia alergi pada debu rumah.	He is allergic to house dust.
Bagaimana pestanya?	How did you like the party?
Aku akan menghubungimu nanti.	I'll call you later.
Aku akan meneleponmu nanti.	I'll phone you later.
Aku akan menghubunginya nanti.	I'll call him later.
Aku akan menelepon balik nanti.	I'll call you back later.
Aku terjebak di tengah hujan.	I was caught in a shower.
Mereka berbicara dalam bahasa Inggris di Selandia Baru.	They speak English in New Zealand.
Paris adalah ibukota dari Prancis.	Paris is the capital of France.
Ibukota dari Prancis adalah Paris.	The capital of France is Paris.
Tinggi Tom sama dengan Jim.	Tom is as tall as Jim.
New York adalah sebuah kota yang besar.	New York is a big city.
Bagaimana cuacanya di New York?	How's the weather in New York?
Nick berhutang 10 dolar padaku.	Nick owes me ten dollars.
Apa yang membuatnya berubah pikiran?	What made him change his mind?
Kau bisa makan apapun yang kau inginkan.	You can eat anything you want.
Kau bisa makan apapun sesukamu.	You can eat whatever you like.
Nancy terlihat seperti adikku.	Nancy looks like my sister.
Nancy tidak bermain tenis.	Nancy doesn't play tennis.
Nancy memberitahuku tentang kebakaran itu.	Nancy told me about the fire.
Aku tahu Nancy suka musik.	I know that Nancy likes music.
Mari kita mencari sesuatu untuk diduduki.	Let's find something to sit on.
Apa ada sesuatu yang ingin kau katakan?	Do you have something to say?
Kenapa dia pulang lebih awal?	Why did she come home early?
Beritahu aku kenapa dia tidak hadir.	Tell me why he was absent.
Kenapa kau berhenti?	Why did you stop?
Kenapa kau menyerah?	Why did you give up?
Kenapa kau membuka kotaknya?	Why did you open the box?
Apa yang membuatmu mengatakan itu?	What makes you say that?
Apa yang membuatmu begitu marah?	What made you so angry?
Untuk apa kau melakukannya?	What did you do that for?
Kenapa kau melakukannya?	Why did you do it?
Apa yang membuatmu melakukan ini?	What made you do this?
Kenapa kau bekerja di sini?	Why do you work here?
Kenapa kau pergi ke Tokyo?	Why did you go to Tokyo?
Kenapa kau tidak mempercayaiku?	Why didn't you believe me?
Kenapa kau sangat lelah hari ini?	Why are you so tired today?
Untuk apa kau menghukum mereka?	What are you punishing them for?
Kenapa kau terlambat pagi ini?	Why were you late this morning?
Bisakah kau memperbaikinya?	Can you get it repaired?
Tolong betulkan ini.	Please fix this.
Tolong perbaiki ini.	Please repair this.
Tolong betulkan itu.	Please fix that.
Tolong pinjamkan aku pisaumu.	Please lend me your knife.
Bolehkah aku meminjam pisaumu?	May I borrow your knife?
Semua siswa bisa menjawab pertanyaan itu.	Any student can answer that question.
Siapapun bisa melakukan itu.	Anyone can do that.
Siapapun bisa melakukan ini.	Anybody can do this.
Siapapun bisa melakukannya.	Anyone can do it.
Apa yang kau makan?	What did you eat?
Apa yang sedang kamu makan?	What are you eating?
Kamu lagi ngemil apa?	What are you snacking on?
Gejala-gejala apa saja yang Anda alami?	What symptoms do you have?
Semua anak bisa melakukan itu.	Any child can do that.
Olahraga apa yang kau sukai?	What sports do you like?
Olahraga mana yang kamu sukai?	Which sports do you like?
Kenapa kau membutuhkannya?	Why do you need it?
Kenapa kau membutuhkan ini?	Why do you need this?
Tidak ada hal yang bisa membuatnya marah.	Nothing ever makes him angry.
Akan memakan waktu berapa lama?	How long does it take?
Kocok kartu reminya dengan hati-hati.	Please shuffle the cards carefully.
Sebuah truk menabrak anjing kami.	A truck ran over our dog.
Tom pandai dalam hal memasak.	Tom is good at cooking.
Tom adalah seorang yang pandai memasak.	Tom is a good cook.
Tom terlambat untuk makan malam.	Tom was late for dinner.
Tom akan pergi ke sana besok.	Tom will go there tomorrow.
Tom akan meninggalkan Kobe besok pagi.	Tom is leaving Kobe tomorrow morning.
Tom berterima kasih atas hadiah yang aku berikan padanya.	Tom thanked me for the gift.
Tom ingin pergi ke Jepang.	Tom wants to go to Japan.
Tom tertarik pada pendakian gunung.	Tom is interested in mountaineering.
Tom adalah seorang sarjana arus kuat.	Tom is an electrical engineer.
Tom menyeberangi jalan itu.	Tom crossed the street.
Tom berjalan menyeberangi jalan itu.	Tom walked across the street.
Tom tertarik pada matematika.	Tom is interested in mathematics.
Tom lebih tinggi daripada aku.	Tom is taller than me.
Tom lebih besar ketimbang aku.	Tom is bigger than me.
Tom lebih tua ketimbang aku.	Tom is older than me.
Tom senang mengerjaiku.	Tom enjoys playing tricks on me.
Tom memberiku sebuah pena.	Tom gave me a pen.
Tom tidak sedang menonton TV sekarang.	Tom isn't watching TV now.
Tom sedang bermain violin sekarang.	Tom is playing the violin now.
Tom adalah seorang siswa SMA.	Tom is a high school student.
Tom adalah seorang siswa.	Tom is a student.
Tom adalah seorang mahasiswa.	Tom is a college student.
Tom menumbuhkan kumis.	Tom is growing a mustache.
Tom ada di rumah.	Tom is at home.
Tom di rumah.	Tom's home.
Tom ada di dalam rumah.	Tom is in the house.
Tom adalah pekerja yang baik.	Tom is a good worker.
Tom bekerja dengan keras.	Tom works hard.
Tom adalah pegawai yang baik.	Tom is a good employee.
Tom belajar dengan tekun.	Tom studies hard.
Tom terlalu banyak bekerja.	Tom works too much.
Tom sangat tekun belajar.	Tom studies very hard.
Tom masih berada di rumah sakit.	Tom is still in the hospital.
Tom masih dirawat di rumah sakit.	Tom is still hospitalized.
Tom berbicara lebih lambat ketimbang Bill.	Tom speaks more slowly than Bill.
Tom berbicara lebih lambat daripada Bill.	Tom speaks slower than Bill.
Tom ingin menjadi seorang pilot.	Tom wants to be a pilot.
Kau tidak akan tiba di sana tepat waktu jika kau tidak buru-buru.	You won't get there on time if you don't hurry.
Kerannya bocor.	The faucet is leaking.
Pergilah tidur.	Go to sleep.
Tidak masalah.	It doesn't matter.
Ceritakan padaku.	Tell me the story.
Sudah percaya saja padaku.	Just trust me.
Mobilku mana?	Where's my car?
Mobilku mana?	Where is my car?
Siapa gurumu?	Who's your teacher?
Aku mengandalkanmu.	I am counting on you.
Terserah padamu.	It is up to you.
Aku ngantuk!	I'm sleepy!
Ini aku!	It's me!
Dia siapa?	Who is he?
Harap tenang!	Quiet!
Harap tenang!	Be quiet!
Harap tenang!	Pipe down!
Aku juga.	Me, too.
Aku juga.	Me too.
Sayang sekali!	What a pity!
Balik kanan!	About face!
Ini apa?	What's this?
Ini apa?	What is this?
Kerja yang bagus!	Well done!
Kamu capek?	Are you tired?
Ini jebakan!	It's a trap!
Kata sandi?	Password?
Itu apa?	What's that?
Apa kabar?	How are you?
Apa kabar?	How do you do?
Bagaimana kabar Anda?	How do you do?
Bagaimana kabar Anda?	How are you?
Bagaimana kabar Anda?	How are you doing?
Kami mengenalnya.	We know her.
Tidak.	No.
Selamat siang.	Good afternoon.
Saya lapar.	I am hungry.
Boleh aku pinjam guntingmu?	Can I borrow your scissors?
Tepat sekali!	Exactly!
Tentu saja!	Of course!
Korannya mana?	Where's the newspaper?
Silakan masuk.	Do come in, please.
Rumahku menghadap selatan.	My house faces to the south.
Jangan mati!	Don't die!
Rumahku dekat stasiun.	My house is near the station.
Atap rumahku merah.	The roof of my house is red.
Boleh kugantungkan jasmu?	May I hang up your coat?
Ayahnya memanggilnya Tom.	His father calls him Tom.
Ayahnya memanggilnya Tom.	His dad calls him Tom.
Jawabanmu benar.	Your answer is right.
Berapa harganya?	How much is it?
Berapa harganya?	What is the price?
Berapa umurnya?	What is his age?
Aku meneleponnya.	I called him up.
Aku meneleponnya.	I phoned him.
Tenanglah.	Cool down.
Tenanglah.	Chill out.
Selamat malam.	Good night.
Suaminya kaya.	Her husband is rich.
Angkat tanganmu.	Raise your hand.
Angkat tanganmu.	Raise your hands.
Angkat tanganmu.	Put your hands up.
Tom membenciku.	Tom hates me.
Dia mahir dalam sastra.	He is proficient in literature.
Tom khawatir.	Tom's concerned.
Seratus persen kemampuan otak tercapai.	One hundred percent of the brain's capacity has been reached.
Jika saja kau datang 2 menit lebih awal, kau pasti bisa sempat naik bus.	If you had come only two minutes earlier, you could have caught the bus.
Judy baik kepada semua orang.	Judy is kind to everyone.
Itu adalah toko yang terkemuka.	That is a reputable store.
Kabar baik itu membuatku bersemangat.	The good news cheered me up.
Aku percaya akan adanya hantu.	I believe in ghosts.
Aku pikir hantu itu ada.	I think that ghosts exist.
Dia tidak becus mengatur keluarganya sendiri, apalagi sebuah negara!	He can't run his own family, let alone a nation!
Memuji anak adalah hal yang penting.	Praising children is an important thing.
Rumah itu dicat oleh seorang profesional.	The house is being painted by a professional.
Jangan melempar batu.	Don't throw stones.
Saya lapar.	I'm hungry.
Aku merasa lapar.	I feel hungry.
Jadilah tamuku.	Be my guest.
Pertanyaan bagus!	Good question!
Cepatlah!	Step on it!
Apa pekerjaanmu?	What's your occupation?
Percobaannya berhasil.	The experiment was successful.
Percobaannya berhasil.	The experiment succeeded.
Tidak masalah!	No problem!
Jangan merendahkanku.	Don't patronize me.
Aku meneleponnya.	I gave him a call.
Anda membutuhkannya.	You need it.
Anda membutuhkannya.	You need this.
Suaminya kaya.	His husband is rich.
Dia mempunyai banyak mutu.	He has plenty of quality.
Saya mempercayainya.	I trust him.
Saya membosankan.	I am boring.
Saya membosankan.	I'm boring.
Saya bosan.	I'm bored.
Saya bosan.	I am bored.
Tom bersembunyi di bawah meja.	Tom hid under the table.
Tom tidak bisa bermain tenis.	Tom can't play tennis.
Tom benar-benar kelelahan.	Tom was completely worn out.
Tom benar-benar kelelahan.	Tom was all worn out.
Tom kelelahan.	Tom was worn out.
Tom kelelahan.	Tom was exhausted.
Tinggi Tom sama dengan Jack.	Tom is as tall as Jack.
Tom lebih suka teh daripada kopi.	Tom likes tea better than coffee.
Tom pulang ke rumah lebih awal kemarin.	Tom came home early yesterday.
Tom pulang lebih awal kemarin.	Tom came home early yesterday.
Tom lebih tinggi daripada ibunya.	Tom is taller than his mother.
Tom adalah pria yang baik.	Tom is a good man.
Tom adalah pria yang baik.	Tom is a good guy.
Tom adalah orang yang baik hati.	Tom is a good sort.
Tom adalah orang yang baik.	Tom is a good person.
Tom adalah temanku.	Tom is my friend.
Tom itu temanku.	Tom's my friend.
Tom adalah temanku.	Tom is my buddy.
Tom mencarikanku sebuah taksi.	Tom found me a taxi.
Paman Tom adalah adik ibuku.	Uncle Tom is my mother's brother.
Thomas Edison menciptakan bola lampu.	Thomas Edison invented the light bulb.
Thomas Edison menciptakan bola lampu listrik.	Thomas Edison invented the electric lightbulb.
Kereta apa yang akan kamu naiki?	What train you are going to take?
Kereta mana yang akan kamu naiki?	Which train are you going to take?
Kereta mana yang akan Anda naiki?	Which train are you going to take?
Tiap siswa memiliki lokernya masing-masing.	Each student has a locker.
Pelajaran mana yang paling kamu sukai?	Which subject do you like the most?
Pelajaran mana yang paling kamu sukai?	Which subject do you like best?
Pelajaran apa yang paling kau sukai?	What subjects do you like the best?
Apa pelajaran favoritmu?	What's your favorite subject?
Rumah mana yang kamu tinggali?	Which house did you live in?
Tim mana yang kamu favoritkan?	Which is your favorite team?
Tim mana yang kamu gemari?	Which team are you a fan of?
Saya berusia 18 tahun.	I'm 18 years old.
Saya akan pergi ke toilet sebentar.	I'm going to the restroom.
Siapa yang akan merawat bayinya?	Who will take care of the baby?
Siapa yang akan menjaga bayinya?	Who will look after the baby?
Minggu depan di waktu seperti ini, kita ngapain?	What will we be doing this time next week?
Anda memasak dengan gas atau dengan listrik?	Do you cook by gas or electricity?
John memesan buku itu dari penerbit asal Amerika.	John ordered the book from the publisher in the United States.
Apa yang akan kita lakukan minggu depan di waktu seperti ini?	What will we be doing this time next week?
Hari ini cerah ya? Gimana kalo kita pergi berenang?	A nice day, isn't it? How about going for a swim?
Sudah tidak ada yang ingin aku katakan.	I have nothing further to say.
Anak kecil dengan cepat mengingat kata yang ia dengar.	Young children pick up words they hear very early on.
Apa kau punya buku tentang Armenia?	Do you have any books about Armenia?
Hobiku memancing ikan.	My hobby is fishing.
Hobiku mendengarkan musik.	My hobby is listening to music.
Hobiku bermain piano.	My hobby is playing the piano.
Hobiku mengoleksi koin.	My hobby is collecting coins.
Hobiku mendengarkan musik.	My hobby is to listen to music.
Hobiku bermain gitar.	My hobby is playing the guitar.
Hobiku menulis cerita.	My hobby is writing stories.
Tuhan adalah kejahatan	God is bad.
Majalah apapun boleh.	Any magazine will do.
Terima kasih banyak!	Thanks a lot!
Siapa nama Anda?	What is your name?
Selamat pagi, semuanya.	Good morning, everyone.
Kapan ulang tahunmu?	When's your birthday?
Aku suka lasagna.	I like lasagna.
Dia pasti berhasil.	He is certain to succeed.
Kami semua bahagia.	All of us are happy.
Kami semua bahagia.	We're all happy.
Semoga Tuhan memberkatimu.	May God bless you.
Nancy takut anjing.	Nancy is afraid of dogs.
Mohon tunggu sebentar.	Hold on a minute, please.
Mohon tunggu sebentar.	Just a moment, please.
Mohon tunggu sebentar.	Please wait a moment.
Mohon tunggu sebentar.	Please wait a minute.
Mohon tunggu sebentar.	Please hold on a moment.
Apa kabar?	How is it going?
Saya siap.	I am ready.
Ini kucing.	This is a cat.
Ke sana!	That way!
Butuh waktu berapa lama?	How long does it take?
Apakah Anda siap?	Are you ready?
Kamu membuatku bosan!	You're boring me!
Anda membuat saya bosan!	You are boring me!
Kamu mau main tenis bersama kami?	Do you want to play tennis with us?
Saya tidak akan membiarkan ini.	I will not tolerate this.
Petunjuk penyusunan dari Ikea tidak selalu sempurna.	Ikea instructions are not always perfect.
Hari ini kami tutup.	We're closed today.
Saya tidak tahu dia di mana!	I don't know where he is!
Ayo beritahu dia.	Let's go tell her.
Mungkin itu tidak berarti apa-apa bagimu, tetapi itu sangat berarti bagiku.	That may mean nothing to you, but it means a lot to me.
Mengapa tidak bertanya langsung padanya?	Why don't you ask him directly?
Dia lebih baik daripada saya.	He's better than I.
Tom tidak memperhatikan Mary.	Tom paid no attention to Mary.
Perdagangan manusia adalah tindak pidana.	Human trafficking is a crime.
Kapan terakhir kali kamu memberi makan sapi-sapi itu?	When was the last time you fed the cows?
Stephen Hawking lahir tepat 300 tahun setelah kematian Galileo.	Stephen Hawking was born exactly 300 years after the death of Galileo.
Kalimat ini tidak jelas.	This paragraph is vague.
Saya malu dengan kejadian kemarin.	I am ashamed about what happened yesterday.
Dia orangnya pendiam.	He is a quiet man.
Saya sedang sibuk dan tidak bisa pergi.	I am busy now and can't go out.
Dia meremas tangannya.	He squeezed her hand.
Ia pergi berburu rusa.	He went deer hunting.
Merkurius adalah planet terkecil dalam tata surya kita.	Mercury is the smallest planet in our solar system.
Mereka butuh uang.	They needed money.
Semuanya sama.	They're all the same.
Lebih keras.	Louder.
Lebih kencang.	Louder.
Salah.	Wrong.
Hampir.	Almost.
Mengapa?	Why?
Maaf...	Sorry...
Selamat datang.	Welcome.
Wow!	Wow!
Hebat!	Brilliant!
Jelas.	Obviously.
Omong kosong!	Nonsense!
Hatcih!	Achoo!
Mati!	Die!
Silakan.	Please.
Sialan!	Bastard!
Cukup!	Enough!
Tolong!	Help!
Lapar?	Hungry?
Gila!	Crazy!
Terserah!	Whatever!
Sampai jumpa!	Goodbye!
Eh.	Hey.
Skak mat!	Checkmate!
Betul!	Correct!
Loncat.	Jump.
Dah!	Bye!
Goreng.	Fry.
Lagi.	Again.
Menarik.	Interesting.
Ngg...	Err...
Yap.	Yep.
Ingat!	Remember!
Tentu!	Sure!
Sini!	Come!
Lari!	Run!
Tak mungkin.	Impossible.
Hore!	Hooray!
Aneh.	Strange.
Jadi?	So?
Salam!	Greetings!
Bagus.	Good.
Pergi!	Go!
Ya!	Yes!
Hore!	Hurray!
Baik!	Fine!
Cepat!	Hurry!
Buruan!	Hurry!
Masa?	Seriously?
Serius?	Seriously?
Tarik!	Pull!
Lebih cepat!	Faster!
Gol!	Goal!
Selesai.	Done.
Baik.	Okay.
Tai kerbau.	Bullshit.
Santai!	Relax!
Lagi?	Again?
Dorong!	Push!
Waaaa...	Waaaa...
Cobalah!	Try!
Dimulai!	Begin!
Lihat!	Look!
Cepat!	Quick!
Halo.	Hello.
Dengar.	Listen.
Serang!	Attack!
Siapa?	Who?
Meong.	Meow.
Keberatan!	Objection!
Jawab!	Answer!
Tos!	Toast!
Ya ampyun!	Omigod!
Pelajari!	Learn!
Tulis!	Write!
Hai!	Hi!
Keluar!	Out!
Mulai.	Start.
Perhatikan.	Watch.
Senyum.	Smile.
Hahaha!	Lol!
Berlutut!	Kneel!
Mengerti.	Understood.
Baiklah.	Alright.
Tunggu.	Wait.
Mengerti?	Understand?
Semoga!	Hopefully!
Wuih!	Whoa!
Pagi!	Mornin'!
Ah!	Ah!
Sampah!	Rubbish!
Aduh!	Ouch!
Aw!	Ow!
Buat apa?	For what?
Ayo!	Come on!
Jam berapa?	What time?
Untuk apa?	What for?
Cepatnya!	So quick!
Kenapa harus saya?	Why me?
Datang lagi?	Come again?
Lihat di bawah ini.	See below.
Lumayan.	Not bad.
Panggilan terakhir!	Last call!
Cukup adil!	Fair enough!
Dengarkan baik-baik.	Listen carefully.
Mimpi indah!	Sweet dreams!
Kami mohon maaf.	We apologize.
Meja yang mana?	Which table?
Misalnya?	Such as?
Harap tenang.	Quiet, please.
Hati-hati!	Be careful!
Sesuatu telah berubah.	Things have changed.
Di mana Bea dan Cukai?	Where is Customs?
Mereka membayar bea masuk.	They paid customs duties.
Memerlukan pemberitahuan pabean.	A customs declaration is required.
Di mana layanan Bea dan Cukai?	Where is the Customs Service?
Petugas Bea dan Cukai memeriksa kotak-kotak.	The customs officials examined the boxes.
Barang-barang ditegah oleh Bea dan Cukai.	The goods were seized by customs.
Silakan isi Pemberitahuan Pabean.	Please fill out the Customs Declaration Form.
Kantor Bea dan Cukai ada di perbatasan.	The customs office is at the border.
Petugas Bea dan Cukai meminta saya untuk membuka koper saya.	A customs official asked me to open my suitcase.
Anda harus membuka barang bawaan anda untuk pemeriksaan pabean.	You have to unpack your luggage for customs inspection.
Saya diperiksa badan oleh petugas Bea dan Cukai di bandar udara.	I was searched by the customs officers at the airport.
Petugas Bea dan Cukai melakukan pemeriksaan badan terhadap Tom.	Customs officials carried out a full body search on Tom.
Setelah melalui pemeriksaan pabean, saya bebas pergi ke mana pun yang saya inginkan.	After getting through customs, I was free to go wherever I wanted.
"Di Belanda, sudah menjadi kebiasaan saat membangun rumah jika sudah mencapai bagian tertinggi dan atap sudah siap dipasang, pemilik rumah menjamu para tukang bangunan dengan istilah ""bir atap"" untuk memberi selamat. Sebuah bendera kemudian dipasang di bubungan. Jika pemilik rumah agak pelit, yang dipasang bukan bendera, tetapi sapu."	"In the Netherlands, it is the custom that, when during the construction of a house the highest point has been reached and the roof is ready for tiling, the client treats the construction workers to so-called ""tile beer"" to celebrate this. A flag is then placed on the ridge of the house. If the client is too stingy to treat, not a flag, but a broom is placed."
Barang-barang ini mendapat pembebasan bea masuk.	"These articles are exempt from ""Droits de douane""."
Kita wajib melalui pemeriksaan bea dan cukai saat kedatangan.	It's necessary to go through customs on arriving.
Mohon pemberitahuan pabean anda.	Your customs declaration, please.
Tom ingin terkenal.	Tom wanted to be famous.
Tom sangat mengkhawatirkan kamu.	Tom is very worried about you.
Saya tak tahu di mana.	I don't know where.
Laurie langsing.	Laurie is slim.
Dia lelah menonton televisi.	He is tired of watching television.
Itu lebih dari yang kamu minta.	It's more than you deserve.
Saya tidak suka yang ini.	I don't like this one.
Siang dan malam silih berganti.	Day alternates with night.
Apa olahraga favoritmu?	What's your favorite sport?
Apa olahraga favoritmu?	What is your favorite sport?
Apa olahraga favorit Anda?	What is your favorite sport?
Olahraga mana yang kamu sukai?	Which is the sport that you like?
Olahraga apa yang paling Anda sukai?	What sport do you like best?
Kartu kredit mana yang bisa saya gunakan?	Which credit cards can I use?
Sudah berapa lama Anda di luar negeri?	How long have you been abroad?
Berapa lama kau tinggal di luar negeri?	How long did you stay abroad?
Ia menjadi seorang pianis.	He became a pianist.
Dia sering bermain gitar.	He often plays the guitar.
Dia sendirian.	He is alone.
Aku lapar!	I'm hungry!
Aku lapar.	I'm hungry.
Aku lapar.	I am hungry.
Aku kelaparan.	I'm starved.
Aku kelaparan.	I'm starving.
Aku sangat lapar.	I'm really hungry.
Aku mulai lapar.	I'm getting hungry.
Aku sangat lapar.	I was very hungry.
Aku sangat lapar.	I am terribly hungry.
Aku sangat lapar.	I'm super hungry.
Aku sangat lapar.	I'm famished.
Aku sangat lapar.	I was quite hungry.
Aku sangat lapar.	I'm very hungry.
Aku sangat lapar.	I am very hungry.
Aku sangat lapar!	I'm famished!
Aku sangat lapar!	I'm so hungry!
Aku sangat lapar.	I'm so hungry.
Aku sangat lapar!	I'm pretty hungry!
Aku membiarkan pintunya terbuka.	I left the door open.
Mereka menamai anak laki-laki mereka John.	They named their son John.
Mereka menamai anak laki-laki mereka John.	They called their son John.
Nona Thomas mengajar sejarah kepada kami.	Miss Thomas teaches us history.
Ia akan segera datang.	He will come soon.
Awasi bayinya sebentar.	Keep an eye on the baby for a while.
Jaga bayinya sebentar.	Keep an eye on the baby for a while.
Ia membawa truknya ke Dallas.	He drove the truck to Dallas.
Ia terlalu mabuk untuk berkemudi menuju rumah.	He is too drunk to drive home.
Karena ia sangat mabuk, ia tidak bisa mengemudikan mobilnya menuju rumahnya.	Since he was very drunk, he couldn't drive his car home.
Ia terlalu mabuk untuk berkemudi menuju rumah.	He was too drunk to drive home.
Bisa tolong kecilkan volume radionya?	Will you please turn down the radio?
Bisa tolong kecilkan volume radionya?	Could you turn down the radio?
Begitulah hidup.	That's life.
Begitulah hidup.	Such is life.
Tidak!	No!
Dia menolongku.	She's helping me.
Benarkah?	Really?
Dingin.	It is cold.
Terus kenapa?	Then what?
Berapa banyak raket yang kau miliki?	How many rackets do you have?
Kau punya selera humor yang bagus.	You've got a great sense of humor.
Seharusnya kau lebih rasional.	You should be more reasonable.
Kau harus menjadi lebih rasional.	You should be more reasonable.
Kau perlu lebih berhati-hati lagi.	You need to be more careful.
Kau perlu lebih berhati-hati lagi!	You need to be more careful!
Kau perlu lebih cermat lagi.	You need to be more attentive.
Kau perlu lebih cermat lagi.	You need to be more careful.
Kau harus belajar bahasa Inggris dengan lebih keras.	You should study English harder.
Sudahkah kau menghabiskan sarapanmu?	Have you finished breakfast yet?
Sudahkan kau menghabiskan makan siangmu?	Have you finished your lunch yet?
Sudahkah kau mencuci mobilnya?	Have you washed the car yet?
Apa kau sudah menghabiskan sarapanmu?	Have you finished breakfast yet?
Apa kau sudah menghabiskan makan siangmu?	Have you finished your lunch yet?
Apa kau sudah mencuci mobilnya?	Have you washed the car yet?
Sudahkah kau selesai membersihkan kamarmu?	Have you finished cleaning your room yet?
Tepat seperti apa yang Anda katakan.	It's exactly as you say it is.
Tepat seperti yang kau katakan.	It's exactly as you say it is.
Kau memang benar.	You are absolutely right.
Mereka masih muda.	They're still young.
Kamu itu masih muda.	You're still young.
Kau masih belum punya cukup pengalaman.	You still don't have enough experience.
Kamu itu masih bau kencur.	You're still green.
Kamu itu masih bau kencur.	You're too young.
Kamu itu masih bau kencur.	You were too young.
Apa kau benar-benar berpikir bahwa ia mengatakan yang sejujurnya kepadamu?	Did you really expect him to tell you the truth?
Yang harus kau lakukan adalah menekan tombolnya.	All you have to do is press the button.
Apa yang kau simpan di dalam kantongmu?	What do you have in your pocket?
Apa yang ada di dalam kantongmu?	What's in your pocket?
Apa yang kau simpan di dalam tasmu?	What have you got in your bag?
Tom menyembunyikan dirinya di bawah meja.	Tom hid himself under the table.
Tom tiba di rumah lebih awal kemarin.	Tom arrived at home early yesterday.
Tom adalah orang yang baik.	Tom is a nice person.
Tom adalah orang yang baik.	Tom is a good sort.
Tom adalah salah satu dari temanku.	Tom is one of my friends.
Tom adalah seorang kawanku.	Tom is a friend of mine.
Tom adalah seorang kawanku.	Tom is a buddy of mine.
Tom adalah seorang temanku.	Tom is a friend of mine.
Dia sering bermain gitar.	He often plays guitar.
Ia akan datang tidak lama lagi.	It will not be long before he comes.
Ia akan segera datang.	She will come soon.
Kau punya selera humor yang bagus.	You have a good sense of humor.
Kau memang benar.	You're absolutely right.
Kau memang benar.	You're completely right.
Kau memang benar.	You're quite right.
Kau memang benar.	You're perfectly right.
Kau memang benar!	You're absolutely right!
Kau memang benar.	You're totally right.
Kau memang benar!	You're completely right!
Kamu masih muda.	You're still young.
Apa yang kau katakan pada Paula?	What did you say to Paula?
Kamu bilang apa ke Paula?	What did you say to Paula?
Apa kau bermain boling?	Do you bowl?
Apa kau pernah ke Prancis?	Have you ever been to France?
Apa kau pernah pergi ke Prancis sebelumnya?	Have you been to France before?
Apa kau kenal dengan tuan Brown?	Do you know Mr. Brown?
Apakah Anda mengenal tuan Brown?	Do you know Mr. Brown?
Apa kau biasa minum teh untuk sarapan?	Do you usually have tea for breakfast?
Kau seharusnya tidak pergi seorang diri.	You should not go alone.
Kau tidak boleh pergi sendirian.	You should not go alone.
Aku dengar kau bermain piano.	I hear that you play the piano.
Apa yang kau simpan di dalam tasmu?	What do you have in your bag?
Apa yang ada di dalam tasmu?	What do you have in your bag?
Apa kau pergi ke sekolah dengan bus?	Do you go to school by bus?
Apa kau pulang pergi ke sekolah dengan bus?	Do you commute to school by bus?
Apa kau pergi ke sekolah dengan bus?	Are you going to school by bus?
Aku bukan siswa.	I'm not a student.
Saya bukan siswa.	I am not a student.
Aku bosan.	I'm bored.
Membosankan sekali!	How boring!
Membosankan sekali.	How boring.
Membosankan sekali!	What a bore!
Membosankan sekali.	What a bore.
